log_id,user_id,username,login_time,logout_time,ip_address,device_type,status,branch_name,role
220,197,amydavenport,2025-10-09 12:52:39,2025-10-09 14:52:39,221.37.17.210,Desktop,SUCCESS,Gusau,Security
221,147,jenniferross,2025-06-23 16:23:48,2025-06-23 23:23:48,94.69.62.42,Desktop,SUCCESS,Gusau,Teller
222,117,mitchellclark,2025-06-20 15:33:29,2025-06-20 18:33:29,152.102.23.85,Mobile,SUCCESS,Port Harcourt,IT
223,120,ogray,2025-07-21 17:47:53,2025-07-21 23:47:53,41.188.23.243,Mobile,SUCCESS,Ibadan,IT
224,160,wrightjames,2025-01-09 13:21:43,2025-01-09 20:21:43,17.47.67.194,Mobile,SUCCESS,Ibadan,Teller
225,176,richarddavid,2025-08-31 12:41:50,,85.63.102.180,Desktop,FAILED,Ibadan,Teller
226,174,brianromero,2025-09-03 10:33:40,2025-09-03 17:33:40,222.22.253.13,Desktop,SUCCESS,Ibadan,Ops
227,104,hoffmanjennifer,2025-10-21 09:12:01,2025-10-21 16:12:01,93.62.79.69,Desktop,SUCCESS,Abuja,Ops
228,152,perezrebecca,2025-09-14 17:58:30,2025-09-14 18:58:30,73.57.215.163,Desktop,SUCCESS,Port Harcourt,Ops
229,171,tanyariley,2025-06-16 15:33:24,2025-06-16 18:33:24,41.225.13.227,Mobile,SUCCESS,Port Harcourt,IT
230,169,uhorton,2025-07-01 12:39:30,2025-07-01 16:39:30,80.246.34.28,Mobile,SUCCESS,Port Harcourt,IT
231,128,jeffrey28,2025-06-02 12:45:13,2025-06-02 20:45:13,57.112.93.229,Mobile,SUCCESS,Abuja,IT
232,171,tanyariley,2025-05-21 12:07:36,2025-05-21 19:07:36,149.7.55.243,Mobile,SUCCESS,Lagos,Ops
233,137,harrellkenneth,2025-01-22 12:45:05,2025-01-22 20:45:05,169.97.72.75,Mobile,SUCCESS,Ibadan,Security
234,127,zhurst,2025-04-14 16:17:59,2025-04-14 21:17:59,201.243.168.129,Desktop,SUCCESS,Gusau,Ops
235,131,ycarlson,2025-01-26 16:14:40,2025-01-26 18:14:40,209.38.21.222,Mobile,SUCCESS,Lagos,Security
236,112,maria95,2025-12-15 10:00:35,,143.6.121.199,Desktop,FAILED,Abuja,Security
237,161,ltaylor,2025-11-30 11:48:18,2025-11-30 12:48:18,146.100.106.230,Desktop,SUCCESS,Ibadan,Ops
238,168,sara74,2025-01-20 10:26:56,2025-01-20 11:26:56,198.151.35.25,Mobile,SUCCESS,Abuja,Ops
239,219,cindy14,2025-05-29 08:00:19,2025-05-29 10:00:19,19.38.114.49,Mobile,SUCCESS,Lagos,Security
240,182,khowell,2025-10-06 16:31:56,,179.55.90.245,Mobile,FAILED,Lagos,Ops
241,203,theresacochran,2025-02-27 13:10:46,2025-02-27 18:10:46,25.149.57.224,Desktop,SUCCESS,Gusau,IT
242,201,kimberly69,2025-06-01 17:43:48,2025-06-02 00:43:48,209.120.194.12,Mobile,SUCCESS,Port Harcourt,IT
243,111,dudleynicholas,2025-07-25 09:11:08,2025-07-25 13:11:08,35.151.117.24,Desktop,SUCCESS,Lagos,Security
244,130,hernandezernest,2025-08-17 12:21:19,2025-08-17 13:21:19,55.253.101.122,Mobile,SUCCESS,Ibadan,IT
245,188,darrell18,2025-05-01 08:42:07,2025-05-01 11:42:07,23.208.119.35,Mobile,SUCCESS,Ibadan,IT
246,188,darrell18,2025-03-02 12:23:39,2025-03-02 15:23:39,10.225.131.85,Mobile,SUCCESS,Kano,Security
247,195,hhoffman,2025-11-07 13:26:44,2025-11-07 21:26:44,105.67.116.80,Desktop,SUCCESS,Kano,Teller
248,167,nicholasgalloway,2025-08-17 16:45:23,2025-08-17 18:45:23,152.123.155.22,Desktop,SUCCESS,Port Harcourt,Ops
249,173,hshaw,2025-10-02 10:10:20,2025-10-02 18:10:20,143.105.193.93,Desktop,SUCCESS,Ibadan,Ops
250,191,dking,2025-10-26 15:05:57,2025-10-26 16:05:57,20.148.107.158,Mobile,SUCCESS,Kano,Security
251,158,dshields,2025-10-16 08:35:29,2025-10-16 13:35:29,116.16.74.139,Desktop,SUCCESS,Abuja,IT
252,204,vjohnson,2025-01-02 11:37:04,2025-01-02 17:37:04,16.76.251.214,Desktop,SUCCESS,Port Harcourt,Teller
253,219,cindy14,2025-02-05 15:02:18,2025-02-05 18:02:18,222.227.90.202,Mobile,SUCCESS,Lagos,Security
254,157,agomez,2025-07-13 14:05:43,,213.14.34.230,Desktop,FAILED,Ibadan,IT
255,115,michellejames,2025-04-02 16:25:33,2025-04-02 20:25:33,86.29.191.66,Desktop,SUCCESS,Gusau,IT
256,159,brownjessica,2025-12-11 16:27:34,2025-12-11 20:27:34,197.50.85.125,Desktop,SUCCESS,Abuja,IT
257,119,amandasanchez,2025-05-22 11:59:56,2025-05-22 13:59:56,155.39.224.174,Desktop,SUCCESS,Ibadan,Security
258,178,barnesbrandy,2025-01-09 11:13:04,2025-01-09 12:13:04,157.60.204.64,Mobile,SUCCESS,Port Harcourt,Teller
259,131,ycarlson,2025-01-23 14:28:14,2025-01-23 15:28:14,170.203.255.138,Desktop,SUCCESS,Port Harcourt,IT
260,129,ddavis,2025-10-22 13:36:38,2025-10-22 19:36:38,198.55.221.156,Desktop,SUCCESS,Lagos,Ops
261,184,david51,2025-09-24 11:26:19,2025-09-24 14:26:19,88.104.69.202,Mobile,SUCCESS,Port Harcourt,Security
262,106,lisa02,2025-06-26 14:50:33,2025-06-26 21:50:33,146.239.146.191,Mobile,SUCCESS,Kano,IT
263,148,samuel87,2025-04-05 16:30:15,2025-04-05 21:30:15,199.151.40.124,Desktop,SUCCESS,Abuja,Teller
264,171,tanyariley,2025-07-31 14:35:33,2025-07-31 18:35:33,89.84.225.159,Mobile,SUCCESS,Kano,IT
265,182,khowell,2025-02-10 15:54:23,2025-02-10 19:54:23,124.50.56.167,Desktop,SUCCESS,Lagos,Security
266,186,cheryl80,2025-11-06 17:02:55,2025-11-06 21:02:55,223.229.48.158,Mobile,SUCCESS,Kano,IT
267,138,ericfarmer,2025-01-08 11:59:12,,174.74.32.40,Desktop,FAILED,Ibadan,Security
268,217,bradley60,2025-05-05 17:45:13,2025-05-05 21:45:13,183.93.33.63,Mobile,SUCCESS,Lagos,Security
269,159,brownjessica,2025-10-01 13:19:16,2025-10-01 21:19:16,150.140.109.51,Mobile,SUCCESS,Gusau,Security
270,197,amydavenport,2025-06-13 11:23:20,2025-06-13 15:23:20,115.10.199.215,Desktop,SUCCESS,Gusau,IT
271,170,smoore,2025-10-27 17:46:26,2025-10-27 21:46:26,136.192.253.177,Mobile,SUCCESS,Kano,Security
272,172,adkinsbrian,2025-05-06 15:35:41,,130.133.230.71,Mobile,FAILED,Lagos,Security
273,192,waltersmaria,2025-11-25 15:29:10,2025-11-25 21:29:10,60.54.114.126,Desktop,SUCCESS,Kano,Security
274,123,richard13,2025-10-05 08:33:02,2025-10-05 10:33:02,87.89.226.236,Desktop,SUCCESS,Gusau,Security
275,117,mitchellclark,2025-11-19 11:04:45,2025-11-19 15:04:45,178.226.95.98,Mobile,SUCCESS,Lagos,Teller
276,179,sarah35,2025-11-23 17:58:30,2025-11-23 18:58:30,218.116.123.171,Desktop,SUCCESS,Port Harcourt,Security
277,101,donaldgarcia,2025-01-09 16:46:17,2025-01-09 21:46:17,181.158.215.238,Desktop,SUCCESS,Port Harcourt,Security
278,203,theresacochran,2025-04-02 09:58:06,2025-04-02 13:58:06,103.118.163.91,Desktop,SUCCESS,Port Harcourt,IT
279,204,vjohnson,2025-07-01 12:50:25,2025-07-01 19:50:25,12.92.69.163,Mobile,SUCCESS,Port Harcourt,Ops
280,189,josephjacobs,2025-04-26 12:43:52,2025-04-26 13:43:52,174.14.70.84,Desktop,SUCCESS,Abuja,Security
281,148,samuel87,2025-10-10 15:03:40,2025-10-10 18:03:40,223.107.76.35,Desktop,SUCCESS,Abuja,Security
282,182,khowell,2025-06-19 17:54:06,2025-06-19 18:54:06,195.46.57.143,Desktop,SUCCESS,Kano,Security
283,134,kayla51,2025-01-24 09:43:59,2025-01-24 10:43:59,186.214.193.95,Desktop,SUCCESS,Lagos,Teller
284,126,julieryan,2025-10-28 10:48:52,2025-10-28 17:48:52,167.126.73.12,Desktop,SUCCESS,Lagos,Ops
285,172,adkinsbrian,2025-05-04 17:53:54,2025-05-04 23:53:54,203.41.2.41,Mobile,SUCCESS,Ibadan,Ops
286,201,kimberly69,2025-12-19 09:32:47,,183.56.60.76,Desktop,FAILED,Gusau,Security
287,129,ddavis,2025-02-08 13:38:49,2025-02-08 20:38:49,220.183.152.78,Mobile,SUCCESS,Gusau,IT
288,200,evelynestrada,2025-08-19 15:14:22,2025-08-19 22:14:22,195.118.141.188,Mobile,SUCCESS,Kano,Security
289,110,cassandra07,2025-11-13 12:51:15,2025-11-13 14:51:15,89.64.181.168,Mobile,SUCCESS,Kano,Security
290,191,dking,2025-11-21 10:47:24,2025-11-21 12:47:24,71.232.224.186,Desktop,SUCCESS,Gusau,IT
291,156,glee,2025-07-04 12:06:08,2025-07-04 19:06:08,24.99.160.83,Mobile,SUCCESS,Port Harcourt,Security
292,113,janetwilliams,2025-01-14 09:22:35,2025-01-14 15:22:35,151.198.57.96,Mobile,SUCCESS,Gusau,IT
293,152,perezrebecca,2025-07-18 09:46:57,2025-07-18 13:46:57,78.246.240.39,Desktop,SUCCESS,Ibadan,Security
294,121,gabriellecameron,2025-03-13 12:19:17,2025-03-13 14:19:17,26.127.7.5,Desktop,SUCCESS,Abuja,IT
295,153,chad34,2025-06-03 15:50:04,2025-06-03 19:50:04,215.21.112.169,Mobile,SUCCESS,Port Harcourt,Ops
296,158,dshields,2025-02-24 10:19:00,,157.182.143.40,Mobile,FAILED,Port Harcourt,Security
297,202,sarayoung,2025-06-18 15:21:27,2025-06-18 18:21:27,217.171.138.184,Mobile,SUCCESS,Lagos,Ops
298,161,ltaylor,2025-06-10 10:25:20,2025-06-10 18:25:20,135.119.158.90,Desktop,SUCCESS,Lagos,Security
299,135,ryan70,2025-07-21 13:07:59,2025-07-21 16:07:59,66.97.174.250,Desktop,SUCCESS,Ibadan,Security
300,190,james48,2025-04-18 15:51:18,2025-04-18 17:51:18,63.135.41.104,Mobile,SUCCESS,Ibadan,Security
301,117,mitchellclark,2025-11-21 12:15:16,2025-11-21 19:15:16,79.6.246.179,Mobile,SUCCESS,Gusau,Security
302,176,richarddavid,2025-09-03 17:25:34,2025-09-04 00:25:34,212.87.92.33,Desktop,SUCCESS,Lagos,Teller
303,113,janetwilliams,2025-05-08 13:10:41,2025-05-08 20:10:41,55.190.167.22,Mobile,SUCCESS,Abuja,Teller
304,101,donaldgarcia,2025-02-20 12:14:32,2025-02-20 16:14:32,154.210.249.4,Mobile,SUCCESS,Lagos,Security
305,159,brownjessica,2025-12-14 17:44:32,2025-12-14 18:44:32,137.227.180.3,Mobile,SUCCESS,Gusau,IT
306,153,chad34,2025-02-13 09:53:46,2025-02-13 14:53:46,211.43.47.107,Mobile,SUCCESS,Abuja,Ops
307,166,michellebarrera,2025-09-05 13:30:06,2025-09-05 21:30:06,175.67.210.66,Mobile,SUCCESS,Gusau,IT
308,105,lrobinson,2025-12-30 09:01:54,2025-12-30 11:01:54,206.60.232.102,Desktop,SUCCESS,Ibadan,Ops
309,166,michellebarrera,2025-03-31 16:10:21,2025-04-01 00:10:21,87.182.195.79,Desktop,SUCCESS,Abuja,Ops
310,123,richard13,2025-11-24 14:25:01,2025-11-24 18:25:01,119.29.121.102,Mobile,SUCCESS,Port Harcourt,Security
311,149,wrightcaleb,2025-01-03 11:13:17,2025-01-03 13:13:17,201.115.99.248,Desktop,SUCCESS,Port Harcourt,Ops
312,146,ibrandt,2025-06-16 11:29:07,2025-06-16 19:29:07,87.130.106.123,Mobile,SUCCESS,Port Harcourt,Security
313,178,barnesbrandy,2025-07-20 17:07:22,2025-07-21 01:07:22,6.222.144.100,Desktop,SUCCESS,Ibadan,IT
314,217,bradley60,2025-11-11 17:05:43,2025-11-11 19:05:43,81.168.10.166,Desktop,SUCCESS,Lagos,Teller
315,123,richard13,2025-07-11 10:32:24,2025-07-11 13:32:24,96.250.46.223,Mobile,SUCCESS,Abuja,Ops
316,162,steven17,2025-11-22 16:44:58,2025-11-22 19:44:58,201.209.161.110,Desktop,SUCCESS,Abuja,IT
317,117,mitchellclark,2025-04-06 13:53:28,2025-04-06 19:53:28,77.147.36.70,Desktop,SUCCESS,Abuja,Ops
318,124,jason76,2025-07-16 16:32:41,2025-07-17 00:32:41,129.93.235.170,Mobile,SUCCESS,Ibadan,Security
319,162,steven17,2025-03-27 09:36:01,2025-03-27 13:36:01,85.88.54.200,Mobile,SUCCESS,Gusau,IT
320,128,jeffrey28,2025-10-03 12:10:49,2025-10-03 20:10:49,114.3.200.194,Desktop,SUCCESS,Port Harcourt,Teller
321,134,kayla51,2025-10-06 13:34:52,2025-10-06 21:34:52,163.72.133.164,Desktop,SUCCESS,Abuja,Teller
322,194,evan78,2025-12-01 11:19:55,,77.66.16.252,Mobile,FAILED,Lagos,IT
323,210,emurphy,2025-02-14 15:55:07,2025-02-14 19:55:07,142.233.115.75,Desktop,SUCCESS,Ibadan,IT
324,210,emurphy,2025-12-30 17:40:27,2025-12-30 20:40:27,41.113.135.17,Desktop,SUCCESS,Kano,Teller
325,172,adkinsbrian,2025-06-29 16:17:38,2025-06-29 22:17:38,160.11.157.74,Mobile,SUCCESS,Lagos,IT
326,209,jeffreykeller,2025-09-21 09:08:48,2025-09-21 10:08:48,124.148.41.21,Mobile,SUCCESS,Ibadan,Ops
327,189,josephjacobs,2025-03-09 11:09:45,2025-03-09 15:09:45,197.0.171.126,Mobile,SUCCESS,Abuja,Ops
328,173,hshaw,2025-11-20 12:40:26,2025-11-20 14:40:26,161.194.66.32,Desktop,SUCCESS,Abuja,IT
329,188,darrell18,2025-07-08 15:31:20,2025-07-08 17:31:20,129.166.97.204,Mobile,SUCCESS,Ibadan,IT
330,208,ybailey,2025-02-02 16:25:13,,86.237.113.3,Desktop,FAILED,Abuja,IT
331,141,john39,2025-05-26 13:35:36,2025-05-26 21:35:36,163.206.145.94,Mobile,SUCCESS,Ibadan,Teller
332,105,lrobinson,2025-02-20 15:01:07,,129.2.142.171,Desktop,FAILED,Abuja,Security
333,100,johnsonjoshua,2025-08-08 11:44:58,2025-08-08 16:44:58,104.214.160.91,Desktop,SUCCESS,Lagos,Teller
334,183,jonesjason,2025-07-04 12:05:23,2025-07-04 15:05:23,90.241.4.143,Desktop,SUCCESS,Abuja,IT
335,192,waltersmaria,2025-12-25 11:27:41,2025-12-25 13:27:41,9.4.85.110,Desktop,SUCCESS,Kano,Security
336,109,jamesmichael,2025-03-09 17:14:33,2025-03-09 18:14:33,27.149.210.194,Desktop,SUCCESS,Ibadan,IT
337,204,vjohnson,2025-03-03 14:44:08,2025-03-03 18:44:08,9.190.175.106,Mobile,SUCCESS,Gusau,Teller
338,113,janetwilliams,2025-06-10 13:56:19,2025-06-10 16:56:19,23.22.239.128,Desktop,SUCCESS,Gusau,Teller
339,178,barnesbrandy,2025-11-29 10:28:22,2025-11-29 13:28:22,204.88.207.196,Mobile,SUCCESS,Port Harcourt,Security
340,210,emurphy,2025-04-22 09:57:06,2025-04-22 11:57:06,185.166.244.167,Mobile,SUCCESS,Lagos,Security
341,140,hickmannatasha,2025-03-13 11:17:41,2025-03-13 16:17:41,16.255.47.160,Desktop,SUCCESS,Ibadan,IT
342,126,julieryan,2025-09-23 17:32:12,2025-09-23 22:32:12,94.167.163.187,Desktop,SUCCESS,Kano,Security
343,149,wrightcaleb,2025-02-27 11:31:40,2025-02-27 12:31:40,168.218.64.137,Mobile,SUCCESS,Lagos,Ops
344,149,wrightcaleb,2025-10-19 14:23:34,2025-10-19 22:23:34,159.96.144.153,Desktop,SUCCESS,Gusau,Teller
345,101,donaldgarcia,2025-05-15 11:02:59,2025-05-15 18:02:59,190.49.169.160,Mobile,SUCCESS,Ibadan,Security
346,154,ilewis,2025-12-26 14:05:40,2025-12-26 17:05:40,69.43.171.215,Mobile,SUCCESS,Gusau,IT
347,110,cassandra07,2025-09-19 11:51:09,2025-09-19 18:51:09,41.126.77.47,Desktop,SUCCESS,Lagos,Security
348,193,smithkellie,2025-05-03 08:15:05,,81.153.220.179,Desktop,FAILED,Abuja,Teller
349,139,georgetracy,2025-12-08 10:07:00,2025-12-08 11:07:00,148.207.214.156,Desktop,SUCCESS,Abuja,IT
350,166,michellebarrera,2025-09-22 12:10:23,2025-09-22 17:10:23,50.223.154.207,Desktop,SUCCESS,Gusau,IT
351,203,theresacochran,2025-08-08 12:33:04,2025-08-08 14:33:04,29.196.49.97,Mobile,SUCCESS,Abuja,IT
352,107,jpeterson,2025-09-13 17:10:23,2025-09-13 19:10:23,71.82.143.96,Desktop,SUCCESS,Kano,Teller
353,105,lrobinson,2025-01-07 11:02:30,2025-01-07 14:02:30,169.55.11.192,Desktop,SUCCESS,Gusau,Security
354,128,jeffrey28,2025-06-14 11:26:58,2025-06-14 16:26:58,23.79.209.194,Desktop,SUCCESS,Port Harcourt,IT
355,115,michellejames,2025-09-15 08:11:14,2025-09-15 09:11:14,61.6.32.66,Mobile,SUCCESS,Gusau,Security
356,210,emurphy,2025-05-25 12:20:05,2025-05-25 13:20:05,38.21.226.235,Mobile,SUCCESS,Kano,IT
357,172,adkinsbrian,2025-06-05 17:15:29,2025-06-06 01:15:29,52.0.98.222,Desktop,SUCCESS,Ibadan,Ops
358,119,amandasanchez,2025-01-04 14:01:14,2025-01-04 15:01:14,151.244.140.66,Mobile,SUCCESS,Gusau,Security
359,208,ybailey,2025-06-07 09:13:33,,201.229.166.123,Mobile,FAILED,Abuja,Teller
360,118,jacqueline19,2025-12-31 12:05:02,,69.118.156.23,Mobile,FAILED,Ibadan,IT
361,158,dshields,2025-02-13 17:06:32,2025-02-14 00:06:32,70.46.28.145,Desktop,SUCCESS,Port Harcourt,Teller
362,155,esanchez,2025-12-06 10:15:18,2025-12-06 16:15:18,187.236.185.25,Mobile,SUCCESS,Ibadan,IT
363,140,hickmannatasha,2025-08-20 12:14:04,,160.245.174.157,Desktop,FAILED,Port Harcourt,Teller
364,119,amandasanchez,2025-02-24 10:28:29,2025-02-24 12:28:29,149.24.235.113,Mobile,SUCCESS,Kano,Security
365,139,georgetracy,2025-08-26 12:54:07,2025-08-26 17:54:07,154.74.176.78,Desktop,SUCCESS,Kano,IT
366,118,jacqueline19,2025-02-16 11:22:25,2025-02-16 16:22:25,59.17.101.189,Mobile,SUCCESS,Kano,Teller
367,151,adrianzimmerman,2025-08-20 16:47:35,2025-08-21 00:47:35,209.165.114.61,Desktop,SUCCESS,Kano,Teller
368,101,donaldgarcia,2025-02-01 11:08:12,2025-02-01 17:08:12,195.63.242.154,Desktop,SUCCESS,Port Harcourt,IT
369,217,bradley60,2025-02-08 08:04:12,2025-02-08 16:04:12,45.157.131.57,Desktop,SUCCESS,Gusau,IT
370,115,michellejames,2025-01-22 15:03:10,,111.183.12.59,Mobile,FAILED,Ibadan,Security
371,163,williamsyvette,2025-01-16 14:43:27,2025-01-16 18:43:27,113.187.67.51,Desktop,SUCCESS,Lagos,IT
372,157,agomez,2025-03-18 08:39:39,2025-03-18 13:39:39,55.134.30.201,Mobile,SUCCESS,Abuja,Security
373,107,jpeterson,2025-02-14 12:24:08,2025-02-14 16:24:08,81.212.15.199,Desktop,SUCCESS,Abuja,IT
374,161,ltaylor,2025-10-06 15:22:58,2025-10-06 21:22:58,155.118.147.227,Mobile,SUCCESS,Lagos,Ops
375,103,robinsonwilliam,2025-06-13 17:14:01,2025-06-13 22:14:01,170.26.226.72,Desktop,SUCCESS,Abuja,IT
376,198,russellwilliams,2025-10-27 11:10:06,2025-10-27 15:10:06,145.29.221.16,Mobile,SUCCESS,Port Harcourt,Teller
377,197,amydavenport,2025-04-23 17:54:51,2025-04-23 20:54:51,81.125.67.20,Desktop,SUCCESS,Kano,IT
378,203,theresacochran,2025-12-24 13:58:37,2025-12-24 19:58:37,147.198.103.176,Desktop,SUCCESS,Port Harcourt,Ops
379,207,garrisonjeffrey,2025-09-10 16:19:11,2025-09-10 18:19:11,219.59.149.122,Desktop,SUCCESS,Kano,Ops
380,102,garzaanthony,2025-09-27 15:00:21,2025-09-27 19:00:21,73.43.8.76,Desktop,SUCCESS,Lagos,Ops
381,217,bradley60,2025-06-15 08:01:09,2025-06-15 11:01:09,1.205.51.155,Desktop,SUCCESS,Port Harcourt,IT
382,109,jamesmichael,2025-07-11 14:37:06,2025-07-11 20:37:06,65.246.73.51,Desktop,SUCCESS,Kano,Security
383,201,kimberly69,2025-11-24 15:41:20,2025-11-24 21:41:20,77.196.188.180,Desktop,SUCCESS,Ibadan,Ops
384,148,samuel87,2025-06-07 12:08:11,2025-06-07 19:08:11,61.8.136.89,Desktop,SUCCESS,Kano,IT
385,217,bradley60,2025-11-10 11:40:36,2025-11-10 19:40:36,55.174.243.41,Desktop,SUCCESS,Lagos,Teller
386,130,hernandezernest,2025-06-27 13:10:40,2025-06-27 15:10:40,52.194.176.113,Mobile,SUCCESS,Abuja,Teller
387,133,tasha01,2025-04-18 11:44:04,2025-04-18 13:44:04,178.183.247.210,Desktop,SUCCESS,Gusau,Security
388,156,glee,2025-08-03 10:56:26,2025-08-03 17:56:26,212.250.130.182,Mobile,SUCCESS,Port Harcourt,Security
389,112,maria95,2025-09-03 17:41:48,2025-09-03 20:41:48,104.203.211.192,Mobile,SUCCESS,Gusau,Teller
390,137,harrellkenneth,2025-01-11 13:16:06,2025-01-11 16:16:06,145.106.34.10,Mobile,SUCCESS,Kano,Teller
391,170,smoore,2025-02-17 13:38:39,2025-02-17 14:38:39,29.145.135.109,Mobile,SUCCESS,Ibadan,Ops
392,177,bethwilliams,2025-08-11 10:03:06,2025-08-11 14:03:06,30.37.57.216,Mobile,SUCCESS,Ibadan,IT
393,184,david51,2025-05-25 12:15:06,2025-05-25 20:15:06,45.203.225.198,Desktop,SUCCESS,Gusau,IT
394,100,johnsonjoshua,2025-08-07 09:18:52,2025-08-07 17:18:52,179.164.100.156,Desktop,SUCCESS,Gusau,Teller
395,126,julieryan,2025-03-29 12:05:30,2025-03-29 17:05:30,39.24.209.106,Mobile,SUCCESS,Abuja,Security
396,214,rodriguezryan,2025-12-05 12:05:41,2025-12-05 15:05:41,63.36.253.179,Mobile,SUCCESS,Abuja,IT
397,123,richard13,2025-08-17 08:16:28,2025-08-17 12:16:28,12.239.73.44,Mobile,SUCCESS,Port Harcourt,Teller
398,119,amandasanchez,2025-12-23 09:05:42,2025-12-23 16:05:42,89.75.254.210,Desktop,SUCCESS,Port Harcourt,Teller
399,207,garrisonjeffrey,2025-07-18 16:26:34,2025-07-19 00:26:34,196.56.24.195,Desktop,SUCCESS,Abuja,IT
400,110,cassandra07,2025-07-22 08:32:36,2025-07-22 11:32:36,83.74.116.106,Desktop,SUCCESS,Abuja,Ops
401,121,gabriellecameron,2025-04-19 11:08:02,2025-04-19 18:08:02,205.25.14.143,Desktop,SUCCESS,Ibadan,Ops
402,206,erik16,2025-11-01 12:20:58,2025-11-01 14:20:58,185.67.38.160,Desktop,SUCCESS,Abuja,Security
403,170,smoore,2025-06-16 12:33:29,2025-06-16 13:33:29,32.126.165.147,Mobile,SUCCESS,Gusau,Security
404,119,amandasanchez,2025-03-17 17:37:37,2025-03-17 19:37:37,29.199.237.7,Desktop,SUCCESS,Port Harcourt,Teller
405,200,evelynestrada,2025-05-27 16:56:22,2025-05-27 21:56:22,110.21.84.102,Mobile,SUCCESS,Ibadan,Security
406,173,hshaw,2025-11-08 15:02:11,2025-11-08 18:02:11,11.174.136.146,Mobile,SUCCESS,Gusau,Security
407,213,beverlyterrell,2025-06-19 11:03:47,2025-06-19 16:03:47,13.170.171.50,Mobile,SUCCESS,Gusau,IT
408,204,vjohnson,2025-06-05 12:17:53,2025-06-05 14:17:53,66.181.20.140,Desktop,SUCCESS,Kano,IT
409,195,hhoffman,2025-08-15 13:17:46,2025-08-15 15:17:46,30.182.78.138,Desktop,SUCCESS,Abuja,Ops
410,216,mlam,2025-07-28 15:48:33,2025-07-28 16:48:33,218.4.151.184,Desktop,SUCCESS,Gusau,IT
411,190,james48,2025-09-17 14:08:49,2025-09-17 15:08:49,153.226.16.130,Desktop,SUCCESS,Kano,Ops
412,207,garrisonjeffrey,2025-01-30 11:02:29,2025-01-30 17:02:29,154.187.127.113,Desktop,SUCCESS,Lagos,IT
413,205,kimberly63,2025-08-26 16:25:40,,57.236.12.160,Desktop,FAILED,Kano,IT
414,162,steven17,2025-11-01 15:11:55,2025-11-01 21:11:55,84.201.0.127,Mobile,SUCCESS,Kano,IT
415,195,hhoffman,2025-12-19 09:18:01,2025-12-19 12:18:01,111.92.142.144,Desktop,SUCCESS,Kano,Ops
416,186,cheryl80,2025-04-16 12:41:26,2025-04-16 13:41:26,174.229.19.6,Mobile,SUCCESS,Kano,Ops
417,176,richarddavid,2025-01-05 11:16:38,2025-01-05 16:16:38,70.198.118.46,Mobile,SUCCESS,Abuja,Security
418,209,jeffreykeller,2025-06-28 15:16:13,2025-06-28 22:16:13,118.104.62.16,Desktop,SUCCESS,Gusau,IT
419,171,tanyariley,2025-11-28 17:38:18,2025-11-28 19:38:18,14.85.15.116,Mobile,SUCCESS,Gusau,IT
420,135,ryan70,2025-11-24 13:55:17,2025-11-24 18:55:17,218.221.74.246,Desktop,SUCCESS,Kano,Ops
421,215,samuel81,2025-01-30 17:25:42,2025-01-30 20:25:42,114.176.171.237,Desktop,SUCCESS,Ibadan,Security
422,137,harrellkenneth,2025-05-13 14:25:24,2025-05-13 18:25:24,71.76.54.100,Mobile,SUCCESS,Ibadan,Ops
423,187,sarah12,2025-10-01 15:58:42,2025-10-01 20:58:42,11.26.58.196,Desktop,SUCCESS,Ibadan,Ops
424,137,harrellkenneth,2025-02-19 15:08:47,2025-02-19 18:08:47,219.46.21.11,Mobile,SUCCESS,Ibadan,Teller
425,128,jeffrey28,2025-07-01 11:47:55,2025-07-01 17:47:55,41.115.192.16,Mobile,SUCCESS,Lagos,IT
426,159,brownjessica,2025-03-02 15:03:55,2025-03-02 17:03:55,114.87.213.229,Mobile,SUCCESS,Kano,Teller
427,211,michael86,2025-12-15 14:33:19,2025-12-15 17:33:19,121.99.83.116,Desktop,SUCCESS,Kano,IT
428,152,perezrebecca,2025-10-19 15:09:20,2025-10-19 18:09:20,132.210.150.139,Desktop,SUCCESS,Abuja,IT
429,180,josephanderson,2025-04-01 13:40:03,2025-04-01 18:40:03,111.231.231.65,Desktop,SUCCESS,Kano,Ops
430,162,steven17,2025-02-15 10:39:27,2025-02-15 17:39:27,30.93.110.142,Mobile,SUCCESS,Abuja,Security
431,100,johnsonjoshua,2025-01-20 16:12:46,2025-01-20 17:12:46,148.175.113.152,Mobile,SUCCESS,Port Harcourt,Ops
432,102,garzaanthony,2025-12-13 08:40:46,2025-12-13 14:40:46,218.29.207.82,Mobile,SUCCESS,Kano,Teller
433,149,wrightcaleb,2025-09-15 17:19:10,2025-09-15 18:19:10,105.23.179.85,Mobile,SUCCESS,Lagos,Security
434,193,smithkellie,2025-09-24 17:33:21,2025-09-24 20:33:21,25.176.180.122,Mobile,SUCCESS,Abuja,IT
435,196,landryhannah,2025-04-07 10:58:58,2025-04-07 11:58:58,160.230.20.188,Desktop,SUCCESS,Kano,Ops
436,127,zhurst,2025-01-12 17:32:10,2025-01-12 18:32:10,36.191.138.47,Mobile,SUCCESS,Ibadan,IT
437,198,russellwilliams,2025-10-01 17:03:38,,60.236.40.36,Desktop,FAILED,Ibadan,Teller
438,106,lisa02,2025-12-20 09:26:28,2025-12-20 14:26:28,87.153.101.149,Mobile,SUCCESS,Ibadan,Ops
